Date,Name,Comment
Tue Jun 16 07:27:08 PDT 2009,Popsicle21,"@RoryGilmore Aww that's sweet. I'm a sucker for cake, trust me. Any occasion with cake, I'm there "
Tue Jun 16 08:14:43 PDT 2009,a_luiza,@ashleytisdale PLEASE! 
Thu Jun 25 08:11:57 PDT 2009,sexychica88,@OSOJUIICY shut up lol i went before it poppin and its a varity of people lol but im not 21 yet so u know i cant go in yet 
Thu Jun 25 09:22:11 PDT 2009,tedarrius,@daddysbaby10 I Miss You! 
Thu Jun 25 10:18:10 PDT 2009,MaddyKleven,Ugh I wish I was going to the Every Avenue &amp; Valencia concert tonight  I hate Grand Rapids.
Thu Jun 25 10:26:38 PDT 2009,eBay_Pirate,fighting this darn sinus trouble I have. 
Tue Jun 16 08:04:16 PDT 2009,try_clops2,wishes she was on another session 
Thu Jun 25 09:40:23 PDT 2009,hilsofhove,"Hi everyone.Busy day working ,out again tonight so catch up later.Funeral to go to tomorrow "
Tue Jun 16 06:59:07 PDT 2009,smitty_8582,I hope you know I was being a smartass in my message?  so yeah this weekend really sucked. I understand you gotta support her.  I WAS ...
Thu Jun 25 08:09:52 PDT 2009,scrappygolden,Was invited to see the movie The Proposal with friends tonight and had to say no.  I am one pooped girly today!   
Thu Jun 25 10:00:00 PDT 2009,Brookeadocious,Well Farrah Fawcett is now chilling with Ed McMahon. RIP guys you will be missed.  Cancer took 2 more cool people
Tue Jun 16 07:27:21 PDT 2009,SarahWV,"@MissDibbs Yes, thank you, I found it! I hope you're feeling better, we're doing fine so far. "
Tue Jun 16 06:58:54 PDT 2009,Greyhawk68,@Phigment I wear a T-Shirt that says that on the back.  The front says Social Engineering Specialist  
Thu Jun 25 08:03:27 PDT 2009,adelineannice,pls someone help me to put my eyes away from twitter! D: i feel devastated. and depressed. homework homework homework 
Tue Jun 16 08:04:24 PDT 2009,kmthomas06,has finally tracked down The Pirate Movie. She cannot wait to watch its cheesy badness 
Thu Jun 25 08:48:23 PDT 2009,KhloeChanelShow,@Yeezo morning... d... I had an ear infection 
Tue Jun 16 08:24:47 PDT 2009,xtoatsmagoatsx,@whowatcheswho it won't be as good as drag me to hell but enjoy  x
Thu Jun 25 08:03:29 PDT 2009,2bbarefootin,wants to apologize to my Farm Town friends - not been on for awhile 
Thu Jun 25 10:24:01 PDT 2009,Manji2501,"@Misfit86 Damn, that fucking sucks man...  "
Thu Jun 25 09:43:18 PDT 2009,worldsofmind,i am sad brittany is gone again. 
Thu Jun 25 08:55:52 PDT 2009,bart_de_bruijn,Too damn hot today 
Thu Jun 25 09:10:34 PDT 2009,bdecot,at one of my least favorite places  can u guess where?    http://twitpic.com/8doea treating myself to chipotle afterwards =]
Thu Jun 25 09:51:53 PDT 2009,Edlowthegreat,@trismac   I had no idea until I read UR tweet!  
Tue Jun 16 08:04:06 PDT 2009,araYans,"@Flaviazza i hope 'grazie' is the apt word for me to use, unto you... "
Thu Jun 25 10:28:27 PDT 2009,mattfca,My life  http://mattf.ca/2009/06/24/yay-me/
Tue Jun 16 08:00:14 PDT 2009,wrecktify,Good thing this a short week for me! Im off on Friday! Im thinking of going to the beach...   #squarespace
Thu Jun 25 09:31:11 PDT 2009,mo3ath,I want dalool didn't see her today 
Tue Jun 16 07:56:05 PDT 2009,30two_Design,A rare sunny sky above Manchester today  http://is.gd/13uUJ
Thu Jun 25 09:31:15 PDT 2009,naughtylawyer,Robert Reisinger just in...very late 
Tue Jun 16 08:32:42 PDT 2009,stevesgirl,"@mrsbubblehead YEs, I think so.  We got in free w/their Here's to Heros program.  E had a BLAST!!  LOVED the pengiuns &amp; Bay of Play "
Thu Jun 25 09:18:14 PDT 2009,Sabsii_miLey,oh its soo boring. i must leran for school 
Thu Jun 25 09:19:06 PDT 2009,theLIUtenant,@emokid_bastian 
Thu Jun 25 08:37:41 PDT 2009,brittch,"An interesting read in the W. Post about the senate testimony of a senior exec from Cigna: http://is.gd/1daQ3 Nothing shocking, but "
Tue Jun 16 07:56:12 PDT 2009,BabyGirlTara,"@JustGG11 Awoh well in the black shirt  hahahaha  ,,,,, I sent you a friend request there .. xx"
Tue Jun 16 07:13:19 PDT 2009,Jayce_Kay,"yay for jayce, well sorta, just found a &quot;nice little motor&quot; thats reasonably priced and hasn't been sold. going to have a shufti tomorrow "
Thu Jun 25 08:05:36 PDT 2009,murphyslaw512,RIP Joshua Ray Willoughby...cant believe its been so long 
Thu Jun 25 08:41:36 PDT 2009,itsnoel,@MimiHotLips  Im in a room with no service atm  Today tho it was 20 deg less than yesterday at the same time!! Weird weather!
Tue Jun 16 08:01:33 PDT 2009,free_my_people,"fantastic pictures collected from over the last 24 hours, IRAN. http://twitpic.com/photos/madyar  absolutely brilliant thanks "
Thu Jun 25 09:24:12 PDT 2009,S_Reid920,I Like Miami Respect NY but I Looooove California. I wanna go home 
Tue Jun 16 08:34:45 PDT 2009,TheStarr,Why Would I Go Hard When This Sh*t Is So Easy??!! - Nicki Minaj 
Tue Jun 16 07:17:08 PDT 2009,thechrisjordan,"@jan_borg_larsen Absolutely! I'm working on it with the Net, however that takes time! In the meantime... I just smile and dial "
Thu Jun 25 09:26:59 PDT 2009,hannybannany,My dog skip: one of the saddest movies. Even I was in tears! 
Tue Jun 16 06:54:48 PDT 2009,monkey122,im watching family guy   playing with my new iphone   and sitting in my warm bed   life if good 
Thu Jun 25 08:25:48 PDT 2009,compactgrey,"...still ill since last sunday.  but however, it's time to prepare for next set: sat, june 27th 20.00 cet @ airfiel grossenhain (ger)"
Thu Jun 25 09:47:16 PDT 2009,charibel_7,school is out  
Thu Jun 25 09:27:16 PDT 2009,iind96,I don't think so 
Thu Jun 25 09:28:39 PDT 2009,zaielle,@booksandquills have you got the link to the season 2 skins? because i can't find it 
Tue Jun 16 08:00:25 PDT 2009,rockerdude493,Listening to &quot;Head First&quot; by Selena Gomez. 
Thu Jun 25 08:30:31 PDT 2009,benkepes,@Sunir yeah - just got to gold status.. travel might slow down a little now though... 
Tue Jun 16 07:29:18 PDT 2009,onecoconut,http://bit.ly/XiWlG via @addthis check this out! we'd love to be a sponsor one day 
Tue Jun 16 08:09:42 PDT 2009,lizness,"@noellhyman AWESOME, girlfriend!  That totally rocks -- two of my favorite people together in one place!  "
Thu Jun 25 09:02:38 PDT 2009,wuncliq,It's already Thursday! I don't want to leave Berkeley so soon...2 more days. 
Tue Jun 16 08:19:44 PDT 2009,jedidja,"@James_Hatheway Cool  Pushups are great. Diet is 80% of weight/bodyfat fixing. Highly recommend #primal eating  Regardless, great stuff!"
Thu Jun 25 08:30:13 PDT 2009,chrisgibson93,i saw a man who looked like calvin harris. I got excited! It wasnt. 
Tue Jun 16 06:54:55 PDT 2009,iCarluccio,@dezzychick Yay!!!!!!!!!!!!!!!!!!!!!! Welcome to the mac side!  You'll love it!! 
Thu Jun 25 09:56:09 PDT 2009,vivalos,lost my purple urkle 
Tue Jun 16 07:09:09 PDT 2009,ankitsharda,Coudn't agree more about Life!  http://www.stargazersrealm.com/MAIN/funnies/costanza.html
Thu Jun 25 09:34:41 PDT 2009,InLuvWithNickJ,@WeSupportNiley whats wrong? 
Thu Jun 25 09:39:04 PDT 2009,likewoaah_x,i totally miss itlay 
Thu Jun 25 09:30:35 PDT 2009,DeathxGlory,"ouh @Babe_Franzi was hast du hun'? hoffentlich nichts schlimmes. yes, i miss you rlly much, mary too. "
Tue Jun 16 08:17:49 PDT 2009,i_am_a_shark,@pepppapig :L u wish! this time the mara SUMMMMMMMMMMMMMMMMER!!!!!!!!!!!!!! yay 
Tue Jun 16 07:52:06 PDT 2009,knit1purr2,"@sfanb sorry tuesday is sucking for you, but you do get tacos tonight, right? it's taco tuesday everywhere. "
Tue Jun 16 07:45:54 PDT 2009,goodshoeday,hey bacofoil non stick really is non stick - thats a relief 
Tue Jun 16 07:56:06 PDT 2009,jeffreyremick,Yay for sun! Finally. Too bad I'm stuck working til 5. Oh well. Really looking forward to my long weekend 
Tue Jun 16 08:24:30 PDT 2009,Jaicko,@LivviFranc ehhh..sup livvi!!!!!!!!...how u been hun?? 
Thu Jun 25 08:33:26 PDT 2009,tmielonen,My croissant just got burnt to a crisp   darn phone calls.
Thu Jun 25 09:34:49 PDT 2009,raachfaacee,@JJMOTHAFOKINKEO 
Thu Jun 25 09:54:11 PDT 2009,socapexgirl,Farrah has left us  tho I am not religious..god bless her and give her peace at last.
Tue Jun 16 08:22:04 PDT 2009,crystalynnmaria,"Yeah!! English is finally complete! Science tomorrow, I should be good. Stacy did your mom get you lvatt??Oh- &amp; steal back your shirt!! "
Tue Jun 16 07:54:00 PDT 2009,amcneer,@1stDownColts hell yeah..GO COLTS!! 
Tue Jun 16 07:47:52 PDT 2009,theChangist,"@bennadel it's because americans iike to rush and have everything right away, europeans don't understand that. "
Tue Jun 16 07:41:22 PDT 2009,sarahw0604,i love the @jonasbrothers' new album! i went to wal-mart at 7:00 this morning to get it 
Thu Jun 25 08:24:20 PDT 2009,01001100,@Ali_Mae_ and i missed it. 
Tue Jun 16 06:48:41 PDT 2009,frodelu,"it's a crime. @spotify is a Swedish company, and there's no Herreys &quot;Diggi-Loo Diggi-Ley&quot; to be found anywhere... need golden shoe song! "
Thu Jun 25 10:26:02 PDT 2009,ianbicknell,Scratch that.. No pool today 
Tue Jun 16 08:00:05 PDT 2009,lyraelson,@TheLastDoctor well.. i was being a little mean and singing loudly for sleepyhead's benefit. 
Tue Jun 16 07:31:30 PDT 2009,JxCx08,Thinks christina has a twitter problem 
Thu Jun 25 09:06:45 PDT 2009,kapnmediocre,Damn &quot;free&quot; internet at my apartment is down so I have to hijack some wifi just to check my email even when it does work it is badly slow 
Thu Jun 25 08:58:23 PDT 2009,IrishDivaJulie,@Thahani I know! I really miss the old days!  I ADORED the attitude era! 
Tue Jun 16 07:54:05 PDT 2009,CuyahogaGOP,PD's Letters to Editor--Cuy Co indictments signal reform is needed now...Steven's was printed today  http://ow.ly/eoxi
Tue Jun 16 08:19:59 PDT 2009,Kissady,Finally on the way out of office!! 
Thu Jun 25 09:12:12 PDT 2009,HardwareJedi,"The day is flying by!  It's not a particularly good work day for me, but at least 1/2 over.  Bring on the wknd...oh yeah I work Sunday.  "
Tue Jun 16 06:58:49 PDT 2009,anakiro,"Oooh, Professor Layton movie? Everyone needs more Layton "
Tue Jun 16 07:29:30 PDT 2009,vsxed,*click* block tobi_SEworld 
Thu Jun 25 10:01:37 PDT 2009,lasthonestlook,"It's weird how celebrities go in threes. Carradine, McMahon and now Farrah. "
Thu Jun 25 08:35:36 PDT 2009,suplexii,"im so sore from yesterday, holy shit. i did something to my foot, i have to like limp almost "
Tue Jun 16 08:12:20 PDT 2009,MikeInVietnam,is home from work and hanging out with Vuong   It's a good night!
Thu Jun 25 10:01:59 PDT 2009,pronouncedyou,aww @sharifedak we're not close anymore 
Tue Jun 16 07:49:55 PDT 2009,jeffarigo,@thedaveywavey true. thank you! 
Thu Jun 25 08:24:20 PDT 2009,dynoma,"@cmgarcia Nah, I ate right before I got there  I wanted to try some though, it looked good."
Thu Jun 25 09:12:15 PDT 2009,Miss_Crysti,"@BrodyDalle Had a great time last nite, till I fainted TWICE and had to leave mid-show  I'm so upset! You were GREAT!!"
Thu Jun 25 10:02:13 PDT 2009,emlynb,"@ziggysego Yeah, I spent many a teenage night wishing I'd been born 40 years earlier. "
Tue Jun 16 07:39:32 PDT 2009,Dieseler23,I'm out the door to train. everybody try to have a fit day 
Thu Jun 25 10:06:15 PDT 2009,cdickson52775,hates to hear that Farrah Fawcett passed away....my thoughts and prayers are with her family. She will be missed 
Tue Jun 16 07:56:08 PDT 2009,lindadominique,Seeking newlyweds to interview. DM me 
Tue Jun 16 07:11:14 PDT 2009,Lise92,I am officially a fan! Ahh 
Thu Jun 25 09:40:35 PDT 2009,RonnieZikmund,scratch that last twitter... i am worried just worried.  ugh
Thu Jun 25 10:20:14 PDT 2009,gloriaperez37,@HOT957 who's  bill got paid at 8:15 a.m. this morning miss it....  please let me know... i listen at 12:15 p.m. but miss this morning...
Thu Jun 25 09:41:21 PDT 2009,musicobsessed98,if u see random stufff in my updates its because of my stupid phone 
Thu Jun 25 10:03:36 PDT 2009,LirisC,RIP Farrah Fawcett  I watched her special&amp;admired her strength so much!Glad she's no longer in pain now.She'll 4eva be remembered
Tue Jun 16 08:21:55 PDT 2009,ashley_d_evans,@DcasanovaQ Heyyy  What are you up to man?!
Thu Jun 25 08:38:23 PDT 2009,easymelmac,Somethings wrong with my throat 
Tue Jun 16 07:19:01 PDT 2009,vkgoeswild,"@Mugby wow that's extreme, I'm not ready for children yet "
Thu Jun 25 09:34:19 PDT 2009,SabriaMichele,@Ms_MeMe @Romeo awwww poor metria!! 
Thu Jun 25 08:17:45 PDT 2009,pararan,am i wrong ? 
Tue Jun 16 07:08:51 PDT 2009,x3alexx,"@char_x3 nothing, i just crashed with my hand against my lamp and it hurts like hell, because the lamp is so hot!  im dumb. hbu?"
Tue Jun 16 08:00:26 PDT 2009,debwoehr,"@sarahpittman You're welcome.  Hope you had a great weekend! Can't believe how fast they go, lol."
Tue Jun 16 08:26:49 PDT 2009,Annie_xo,Butterfly Fly Awayyyy  .... Hannah Montana Movie Was AWESOMEEE!  i'm hungry noww :-| ...
Thu Jun 25 08:05:18 PDT 2009,kuSh3d0ut,Mad g0t bit by mesquitez last night 
Tue Jun 16 07:29:16 PDT 2009,ufgirl76,@melody1976 I met him 16 yrs ago and he was the sweetest!Would never want to do anything to upset him.He's always been my man...love him! 
Thu Jun 25 08:48:23 PDT 2009,whatisboom,"@Ithato :O it's June 25th, you're almost three months late for the April fools! "
Tue Jun 16 08:14:25 PDT 2009,ceciemanuele,Entusiastic about a new bussines!!!  Interested?
Thu Jun 25 08:05:54 PDT 2009,pandamae,I feel like shittt 
Tue Jun 16 07:52:11 PDT 2009,quagmire1794,FINALLY 15 TOMORROW And @MirandaBuzz @jennettemccurdy @DanWarp @ddlovato @selenagomez Voted for you all on the TCA.  
Tue Jun 16 07:23:14 PDT 2009,Blo0dsta1ned,@_Mockingbird_  man! Walking would have been fun this morning. I woke up too late.  Have fun 
Thu Jun 25 08:03:26 PDT 2009,synapse3001,Transformers ROTF was say-so. Skids@Mudflap are fail stupid. Random vulgarity for no reason.  Cant take my son to see it 
Tue Jun 16 07:54:15 PDT 2009,lexley,@bookwormjules thank you! we gave each other the most romantic thing two parents could give the other...SLEEP 
Tue Jun 16 07:31:27 PDT 2009,brianjcohen,"@PolygonBoise Oh, didn't catch what you were talking about. My bad "
Tue Jun 16 06:56:39 PDT 2009,MissJada,@DanMerriweather That is so mean but I agree  I'd say rosemary is worse though. Tastes like soap.
Thu Jun 25 08:33:42 PDT 2009,alyssabrletich,wants my bunny bear 
Thu Jun 25 08:42:04 PDT 2009,princessamy,wants season 2 of Army Wives 
Thu Jun 25 10:21:59 PDT 2009,Maura227,@WubsNet oh no... is rex gonna do it with stacey   I hate that witch!
Tue Jun 16 07:13:00 PDT 2009,karrock,"@PainterNik hahaha, and some music and a blender? "
Tue Jun 16 07:13:10 PDT 2009,madisonkerr,"@saidthewhale Happy Birthday Ben, from Edmonton! "
Thu Jun 25 09:55:46 PDT 2009,MelissaWirth,@_iPiNk_ just chilling out i got my toncils out and that sucked 
Tue Jun 16 08:06:24 PDT 2009,Fuzzysteve,"I've made it through the day, with no more injuries! "
Tue Jun 16 06:52:51 PDT 2009,_magic8ball,@hollyhood Without a doubt 
Tue Jun 16 07:33:21 PDT 2009,JoHarris0n,new TV is supposedly arriving today... how excited am I!!! 
Tue Jun 16 06:54:44 PDT 2009,Yuifan16,"@liquidblueeyes Oh, ok. Hook Devin up with a hot girl eventually k? "
Thu Jun 25 08:03:23 PDT 2009,kprice21,"I want to buy a MacBook for my return to school, but I can't afford it. "
Tue Jun 16 07:01:07 PDT 2009,Sloaneyyy,"@AllyBrock you're going? Aw yay, yea I see the message. Def gonna call you! "
Thu Jun 25 10:11:19 PDT 2009,axalis,"WOW, Farrah Fawcett passed away. i know that wehn we were growing up we all wanted to look like her, She was so beautiful.  so sad "
Thu Jun 25 08:03:23 PDT 2009,carlaRIOT,Had horrible thoughts today!  I really should find someone for the time being tbh
Thu Jun 25 10:06:07 PDT 2009,meggdavie,looking a little pink 
Tue Jun 16 07:46:09 PDT 2009,nicKadis,"@jonasbrothers extraordinary,perfect,super album... Turn Right is perfect "
Thu Jun 25 08:23:47 PDT 2009,bexxaaaaamate,Photo: miss germany  http://tumblr.com/xf825f012
Thu Jun 25 09:04:26 PDT 2009,shirleyt79,wonder its connection problem or FaceBook .. can't connect well these few days ... 
Thu Jun 25 08:05:34 PDT 2009,sydneycherro,"@kendravvv Nooo, it doesn't work whether I have it or not. My mom forgot to pay my phone bill again and she can't pay it from work "
Tue Jun 16 08:32:41 PDT 2009,thecoffeedesk,"@blum86 most of these come from either real events, or just the worst possible situations I can imagine. But I don't hurt animals  ^MW"
Tue Jun 16 08:16:34 PDT 2009,Qarstar,@ComputerArts Thanks for the answer 
Tue Jun 16 07:58:09 PDT 2009,albertaclaudia,Hi tweeters. I'm in bali now. Today i went shopping! Stuffs here are so cheapp. Haven't gone to the beach yet. Maybe tommorow 
Thu Jun 25 09:08:46 PDT 2009,Awallacereject,"Hey guys! I'm up preparing for my new tour! I'm so excited, but I have to wake up early.  Follow me!"
Thu Jun 25 08:31:36 PDT 2009,charleymarley,"@ASOS_Nat I think so  Im gonna be touristing tomorrow, raining on my parade!"
Tue Jun 16 08:26:48 PDT 2009,suche_sailing,Welcome on board new followers! Appreciate your following  See the world largest trimaran http://tinyurl.com/n47sso
Tue Jun 16 07:37:17 PDT 2009,princess967,says happy meds again  weeeeeeeee! (haha) http://plurk.com/p/11e1vt
Tue Jun 16 07:31:19 PDT 2009,HanniiBaybee_x,@1Omarion we love you too ! 
Thu Jun 25 08:13:37 PDT 2009,StephanieHislop,Ohhh i keep getting realy sore pains in my belly 
Thu Jun 25 08:11:28 PDT 2009,camanda,"Well, I guess I have to go brush my teeth again (kjaslgja garlic) and then actually get dressed. Uggh I dun wanna go to the dermatologist "
Thu Jun 25 09:20:31 PDT 2009,yani_ariani,My heart broke into pieces... 
Tue Jun 16 08:17:43 PDT 2009,cbsiskin,@tripst3r  No time for Twitter?  Poor baby. 
Thu Jun 25 10:15:36 PDT 2009,CJROSE218,She passed less than a 1/2 hr after the show was over  Barbara Walters was classy as always speaking about Farrah.
Tue Jun 16 07:10:57 PDT 2009,sarah_janes,@deenahagen can we get ''you know what'' ordered today? Let me know! 
Tue Jun 16 08:04:12 PDT 2009,inti_minty,@bythekilowatt aw lol. i'm just sorting some pics 
Thu Jun 25 09:33:12 PDT 2009,matthewgall,@Georgiazz *cuddles back* - I miss you 
Tue Jun 16 07:04:32 PDT 2009,rikdepeuter,"@fverswijver Yeah, it's a real pain in the arse. The exercices seem to go quite fluently tho. "
Thu Jun 25 09:57:59 PDT 2009,SteveBrant,Farrah Fawcett has passed away.  Very sad  http://tinyurl.com/lowvec (L.A. Times)
Tue Jun 16 06:56:47 PDT 2009,vanessalemieux,@SlipknotMusic Hey our biggest fan are from Quebec city for sure! I was at the show and I though we fucking rules  You're the best
Tue Jun 16 07:56:02 PDT 2009,skittles_jhmhl,not really sure! Trying to figure this all out.... 
Thu Jun 25 08:20:18 PDT 2009,Tallis33,the weather changed  headache
Tue Jun 16 07:41:23 PDT 2009,amyfreshner,WOO HOO! Just won a $50 gift card to Brazenhead on the Rewind 94.9 website! 
Thu Jun 25 09:16:29 PDT 2009,David_Gear,Shouldnt presribed eardrops make things better? Only making things worse for me 
Thu Jun 25 08:23:15 PDT 2009,thenoodleator,Just chipped my Star Trek mug. *sniff* A little plasma tear leaked out of my left nacelle.   http://yfrog.com/4bm3hpj
Tue Jun 16 08:06:14 PDT 2009,chokoleeta,@MahoganyDre yeah...maybe ill come by and visit.  Get the backyard ready.  Ill bring a 6 pack and some wine 
Thu Jun 25 09:26:40 PDT 2009,groupthing,@pim2005 I know! No more Georgia  nooooo. we have a video of her talking about it here www.groupthing.org
Thu Jun 25 10:07:56 PDT 2009,BecciWest,Oh golly. Farah Fawcett died. She was my big hair role model. 
Thu Jun 25 09:28:21 PDT 2009,FabolousFab,"Rip my another nig of mine! Damn, all the good ones. Wtf. "
Tue Jun 16 07:58:23 PDT 2009,pshhitscaty,@Littlehotrod  yeah its just me ill be in play park.
Thu Jun 25 10:15:40 PDT 2009,erin206251413,love can hurt but it's something you get used to 
Thu Jun 25 08:39:51 PDT 2009,FuchsiaStiletto,@its_sb I partying! Yeay. But in Hitchin  Boooo. But free hard food and sweete sweet reggae music!
Thu Jun 25 09:34:54 PDT 2009,bibek,@himalikiran very sorry to hear that 
Thu Jun 25 08:30:29 PDT 2009,princessrisi,"Has seen #windows 7 in use today, and just thought it was #vista. hehe. How rubbish an IT tech am i "
Thu Jun 25 09:58:05 PDT 2009,HaidenJameson,i am sooooooo sad to hear about Farrah Fawcett! 
Tue Jun 16 06:51:00 PDT 2009,AyoMillions,@misspthev oh no problem!! You have a fire personality so I actually enjoy keeping up with you. 
Tue Jun 16 08:14:43 PDT 2009,xEvie,"jeeeej, my aunt called us a minute ago, she's going to give me my guitar this evening "
Thu Jun 25 08:10:00 PDT 2009,ChrisThorpe73,dreading therapy tomorrow 
Thu Jun 25 09:54:12 PDT 2009,kireinafadilla,I don't know why but I feel insecure..  hope this is not a bad sign
Tue Jun 16 08:22:10 PDT 2009,jaredavery,is going Iranian again today on Twitter. Gotta love false flag operations.  They are very fun to do.
Thu Jun 25 08:17:21 PDT 2009,Steppie22,@azelmer that I didn't I woke up late!  I was ready for my blue berry muffin too.. I forgot to grab it. I was mad!!! It sounds so good.
Tue Jun 16 07:55:56 PDT 2009,teetee_71,@seventy_eight  *tossing u a life preserver* 
Thu Jun 25 08:17:55 PDT 2009,visualmadness,"@minerChris Damn, that sucks. Same thing happened to my Portable Playground video - YouTube disabled in some countries as well "
Tue Jun 16 08:04:19 PDT 2009,bettycake,I need to buy a pink skirt and lots of new tights and some lovely floral shoes 
Thu Jun 25 08:11:45 PDT 2009,Scarletltrman,@melissaashlee Yeah it sucks like machiam paralysed  tomorrow must go k
Thu Jun 25 09:37:06 PDT 2009,MrsMoss87,(SexiiCOn BOW]]  Ihad a dream that all of the HATERS in the world died  It was sad b/c there was nobody 4 us 2 STUNT on! Thx God for h ...
Tue Jun 16 07:56:02 PDT 2009,scrappygolden,@FatQuarterShop You're killing me - that is darling!!!   
Tue Jun 16 07:45:59 PDT 2009,ModelJennyJones,"@ajanitruth Yah, the mag is new! It will be out this summer. "
Tue Jun 16 08:34:51 PDT 2009,WAmarriage,Seattle PRIDE will be June 28th at 11am.  Come out and support your community! March with the marriage equality contingent! 
Tue Jun 16 06:50:56 PDT 2009,dirtydiscoyouth,@DjBeware yes indeed  we will play together in july on the beatpatrol festival i guess. lookin forward to see you again bro.
Tue Jun 16 07:58:21 PDT 2009,burjanl,remake of traditional irish song  â« http://blip.fm/~8bk09
Tue Jun 16 07:23:09 PDT 2009,johnblizz,@happynotebook have fun hannah! 
Tue Jun 16 07:31:20 PDT 2009,JulesQuinn,Happy Captain Picard Day! I hope your artwork is ready for the contest proceedings. Mine's gonna win...just ask the Captain! 
Tue Jun 16 07:52:07 PDT 2009,GooodKat,when will it be my turn #squarespace? I never win anything. =[ hopefully someone will feel bad for me and just buy me one to be nice 
Thu Jun 25 09:23:11 PDT 2009,_BBreezy,@wordwhizkid Wish I could come. 
Tue Jun 16 07:54:03 PDT 2009,runnersrambles,@moose2911 thanks!!  trying to get back in the habit of morning runs
Tue Jun 16 07:17:14 PDT 2009,thesleepy,@marsalot I love his work  Do u have a D.A. profile?
Tue Jun 16 08:01:37 PDT 2009,chibiyuuto,I love that Twitter's downtimes are always when I'm not using it  Always favoring my timezone
Thu Jun 25 08:39:42 PDT 2009,trillyMAYTEE,@laalicee24 thats what my dad said 
Tue Jun 16 08:26:36 PDT 2009,meganhelly,everyone who went to @jonasbrothers concert last night I HATE YOU &lt;3 expecially eve! 
Thu Jun 25 10:06:03 PDT 2009,winjsz89,starting summer class next week ugh not excited 
Tue Jun 16 07:58:05 PDT 2009,clarisseolviga,watching David Cook on Larry King Live.. Didn't get to see it 'coz i was at school... 
